model_name,threshold,accuracy,precision,recall,f1_score,roc_auc,average_precision
logistic_regression,0.66,0.9835943325876212,0.8359375,0.823076923076923,0.8294573643410853,0.9898902821316614,0.8971272035277983
random_forest,0.56,0.9656972408650261,0.6439393939393939,0.6538461538461539,0.648854961832061,0.9607622980467808,0.7345778448901489
